prompt,source url,query,published_time,modified_time,author
Who am I without using any words to define myself?,https://mindfulnessexercises.com/20-mindful-questions-to-ask-yourself/,daily mindfulness questions,2021-03-21,2021-03-21,Gillian Florence
"What thoughts, beliefs, or stories am I holding onto that no longer serve me?",https://mindfulnessexercises.com/20-mindful-questions-to-ask-yourself/,daily mindfulness questions,2021-03-21,2021-03-21,Gillian Florence
How am I feeling right now?,https://www.calm.com/blog/check-in-with-yourself,daily mindfulness questions,n/a,n/a,Calm Editorial Team
What does my body need at this moment?,https://www.calm.com/blog/check-in-with-yourself,daily mindfulness questions,n/a,n/a,Calm Editorial Team
What self-care action can I take today?,https://www.calm.com/blog/check-in-with-yourself,daily mindfulness questions,n/a,n/a,Calm Editorial Team
Is there anything I need to forgive myself for?,https://www.calm.com/blog/check-in-with-yourself,daily mindfulness questions,n/a,n/a,Calm Editorial Team
What am I grateful for today?,https://www.calm.com/blog/check-in-with-yourself,daily mindfulness questions,n/a,n/a,Calm Editorial Team
What are my needs that aren't being met?,https://www.calm.com/blog/check-in-with-yourself,daily mindfulness questions,n/a,n/a,Calm Editorial Team
What accomplishments can I celebrate today?,https://www.calm.com/blog/check-in-with-yourself,daily mindfulness questions,n/a,n/a,Calm Editorial Team
How can I be kinder to myself in this moment?,https://www.calm.com/blog/check-in-with-yourself,daily mindfulness questions,n/a,n/a,Calm Editorial Team
What's one thing I can let go of that’s not serving me?,https://www.calm.com/blog/check-in-with-yourself,daily mindfulness questions,n/a,n/a,Calm Editorial Team
What do I want?,https://blog.gratefulness.me/mindful-questions/,daily mindfulness questions,2023-06-01,2023-06-01,Aarushi Tewari
"What brings me joy, and how can I incorporate more of it into my life?",https://www.calm.com/blog/check-in-with-yourself,daily mindfulness questions,n/a,n/a,Calm Editorial Team
How do I feel about myself?,https://blog.gratefulness.me/mindful-questions/,daily mindfulness questions,2023-06-01,2023-06-01,Aarushi Tewari
How do I feel about my life?,https://blog.gratefulness.me/mindful-questions/,daily mindfulness questions,2023-06-01,2023-06-01,Aarushi Tewari
How do I feel about my relationship with my friends?,https://blog.gratefulness.me/mindful-questions/,daily mindfulness questions,2023-06-01,2023-06-01,Aarushi Tewari
How do I feel about my relationship with my partner?,https://blog.gratefulness.me/mindful-questions/,daily mindfulness questions,2023-06-01,2023-06-01,Aarushi Tewari
What brings me a deep sense of joy and fulfillment?,https://blog.gratefulness.me/mindful-questions/,daily mindfulness questions,2023-06-01,2023-06-01,Aarushi Tewari
Are my actions aligned with my core values?,https://blog.gratefulness.me/mindful-questions/,daily mindfulness questions,2023-06-01,2023-06-01,Aarushi Tewari
How do I feel about my relationship with my family?,https://blog.gratefulness.me/mindful-questions/,daily mindfulness questions,2023-06-01,2023-06-01,Aarushi Tewari
"When I reflect on my life, which moments or experiences will truly matter to me?",https://blog.gratefulness.me/mindful-questions/,daily mindfulness questions,2023-06-01,2023-06-01,Aarushi Tewari
What underlying fear might be driving my current worries?,https://blog.gratefulness.me/mindful-questions/,daily mindfulness questions,2023-06-01,2023-06-01,Aarushi Tewari
Which recent decision resonates most genuinely with who I am right now?,https://blog.gratefulness.me/mindful-questions/,daily mindfulness questions,2023-06-01,2023-06-01,Aarushi Tewari
"In what ways do I see my own flaws mirrored in others, and how can I practice compassion towards both myself and them?",https://blog.gratefulness.me/mindful-questions/,daily mindfulness questions,2023-06-01,2023-06-01,Aarushi Tewari
What aspects of myself do I struggle to fully accept and embrace?,https://blog.gratefulness.me/mindful-questions/,daily mindfulness questions,2023-06-01,2023-06-01,Aarushi Tewari
"How would I describe the quality of my relationship with myself, and what can I do to nurture it further?",https://blog.gratefulness.me/mindful-questions/,daily mindfulness questions,2023-06-01,2023-06-01,Aarushi Tewari
What truly matters to me in the grand scheme of life?,https://blog.gratefulness.me/mindful-questions/,daily mindfulness questions,2023-06-01,2023-06-01,Aarushi Tewari
What is the present moment inviting me to notice or be aware of?,https://blog.gratefulness.me/mindful-questions/,daily mindfulness questions,2023-06-01,2023-06-01,Aarushi Tewari
Am I consistently embodying the values and principles I believe in?,https://blog.gratefulness.me/mindful-questions/,daily mindfulness questions,2023-06-01,2023-06-01,Aarushi Tewari
Where can I cultivate forgiveness within myself or towards others?,https://blog.gratefulness.me/mindful-questions/,daily mindfulness questions,2023-06-01,2023-06-01,Aarushi Tewari
"In a recent conflict, what perspectives or truths was I unwilling to acknowledge or accept?",https://blog.gratefulness.me/mindful-questions/,daily mindfulness questions,2023-06-01,2023-06-01,Aarushi Tewari
"If I had limited time left to live, how can I make the most meaningful use of it?",https://blog.gratefulness.me/mindful-questions/,daily mindfulness questions,2023-06-01,2023-06-01,Aarushi Tewari
When do I feel most connected to my authentic self and fully alive?,https://blog.gratefulness.me/mindful-questions/,daily mindfulness questions,2023-06-01,2023-06-01,Aarushi Tewari
"Where do I find my inner sanctuary, a place of peace and tranquility?",https://blog.gratefulness.me/mindful-questions/,daily mindfulness questions,2023-06-01,2023-06-01,Aarushi Tewari
"If guaranteed success, what learning or creative endeavor would I eagerly embark on?",https://blog.gratefulness.me/mindful-questions/,daily mindfulness questions,2023-06-01,2023-06-01,Aarushi Tewari
Can I explore who I am beyond the limitations of language or labels?,https://blog.gratefulness.me/mindful-questions/,daily mindfulness questions,2023-06-01,2023-06-01,Aarushi Tewari
Is there something that I am missing in my life?,https://blog.gratefulness.me/mindful-questions/,daily mindfulness questions,2023-06-01,2023-06-01,Aarushi Tewari
Is there something in my past that still haunts me?,https://blog.gratefulness.me/mindful-questions/,daily mindfulness questions,2023-06-01,2023-06-01,Aarushi Tewari
What is troubling me these days that I haven't given myself time to feel?,https://blog.gratefulness.me/mindful-questions/,daily mindfulness questions,2023-06-01,2023-06-01,Aarushi Tewari
Is there an emotion that I don't know how to manage well? When did it last affect me?,https://blog.gratefulness.me/mindful-questions/,daily mindfulness questions,2023-06-01,2023-06-01,Aarushi Tewari
"What thoughts, beliefs, or narratives do I hold onto that hinder my growth and well-being?",https://blog.gratefulness.me/mindful-questions/,daily mindfulness questions,2023-06-01,2023-06-01,Aarushi Tewari
What do I fear?,https://blog.gratefulness.me/mindful-questions/,daily mindfulness questions,2023-06-01,2023-06-01,Aarushi Tewari
What do I want in my life?,https://blog.gratefulness.me/mindful-questions/,daily mindfulness questions,2023-06-01,2023-06-01,Aarushi Tewari
Is there someone in my life that I don't like but still spend time with? Why do I do that?,https://blog.gratefulness.me/mindful-questions/,daily mindfulness questions,2023-06-01,2023-06-01,Aarushi Tewari
What do I need to let go of?,https://blog.gratefulness.me/mindful-questions/,daily mindfulness questions,2023-06-01,2023-06-01,Aarushi Tewari
How am I feeling?,https://blog.gratefulness.me/mindful-questions/,daily mindfulness questions,2023-06-01,2023-06-01,Aarushi Tewari
Am I being true to myself?,https://blog.gratefulness.me/mindful-questions/,daily mindfulness questions,2023-06-01,2023-06-01,Aarushi Tewari
What am I holding onto that no longer serves me?,https://blog.gratefulness.me/mindful-questions/,daily mindfulness questions,2023-06-01,2023-06-01,Aarushi Tewari
Is there something unpleasant in my life that I haven't removed yet?,https://blog.gratefulness.me/mindful-questions/,daily mindfulness questions,2023-06-01,2023-06-01,Aarushi Tewari
What am I most proud of accomplishing recently?,https://blog.gratefulness.me/mindful-questions/,daily mindfulness questions,2023-06-01,2023-06-01,Aarushi Tewari
How can I bring more balance into my life?,https://blog.gratefulness.me/mindful-questions/,daily mindfulness questions,2023-06-01,2023-06-01,Aarushi Tewari
What can you get excited about today?,https://blog.cr8s.net/9-daily-mindfulness-questions-start-your-day/,daily mindfulness questions,2023-10-01,2023-10-01,Author Name
What assumptions am I making that could be influencing my perceptions?,https://blog.gratefulness.me/mindful-questions/,daily mindfulness questions,2023-06-01,2023-06-01,Aarushi Tewari
"What obstacles need to get cleared today, to help things go easier tomorrow and beyond?",https://blog.cr8s.net/9-daily-mindfulness-questions-start-your-day/,daily mindfulness questions,2023-10-01,2023-10-01,Author Name
What bold action can I take today that stretches my comfort zone?,https://blog.cr8s.net/9-daily-mindfulness-questions-start-your-day/,daily mindfulness questions,2023-10-01,2023-10-01,Author Name
How can I show someone special appreciation or attention today?,https://blog.cr8s.net/9-daily-mindfulness-questions-start-your-day/,daily mindfulness questions,2023-10-01,2023-10-01,Author Name
"Who needs me to be my best today, or who needs my help the most today?",https://blog.cr8s.net/9-daily-mindfulness-questions-start-your-day/,daily mindfulness questions,2023-10-01,2023-10-01,Author Name
What interesting content can I create today to share with the world?,https://blog.cr8s.net/9-daily-mindfulness-questions-start-your-day/,daily mindfulness questions,2023-10-01,2023-10-01,Author Name
"If I only got ONE thing finished today, what would that be, to feel great at the end of the day?",https://blog.cr8s.net/9-daily-mindfulness-questions-start-your-day/,daily mindfulness questions,2023-10-01,2023-10-01,Author Name
"What good can I do for the world, for my family and for myself today?",https://blog.cr8s.net/9-daily-mindfulness-questions-start-your-day/,daily mindfulness questions,2023-10-01,2023-10-01,Author Name
What is one thing I can work on today that I've been putting off for too long?,https://blog.cr8s.net/9-daily-mindfulness-questions-start-your-day/,daily mindfulness questions,2023-10-01,2023-10-01,Author Name
What am I experiencing emotionally right now in this very moment?,https://donthateyourguts.com/check-exercise-favorite-practice-practicing-mindfulness-every-day-life-increasing-self-awareness/,daily mindfulness questions,2017-06-09,n/a,Dr. Jennifer Franklin
What am I experiencing right now in this very moment…?,https://donthateyourguts.com/check-exercise-favorite-practice-practicing-mindfulness-every-day-life-increasing-self-awareness/,daily mindfulness questions,2017-06-09,n/a,Dr. Jennifer Franklin
What am I experiencing sensationally right now in this very moment?,https://donthateyourguts.com/check-exercise-favorite-practice-practicing-mindfulness-every-day-life-increasing-self-awareness/,daily mindfulness questions,2017-06-09,n/a,Dr. Jennifer Franklin
What am I experiencing mentally right now in this very moment?,https://donthateyourguts.com/check-exercise-favorite-practice-practicing-mindfulness-every-day-life-increasing-self-awareness/,daily mindfulness questions,2017-06-09,n/a,Dr. Jennifer Franklin
Am I feeling connected right now in this moment?,https://donthateyourguts.com/check-exercise-favorite-practice-practicing-mindfulness-every-day-life-increasing-self-awareness/,daily mindfulness questions,2017-06-09,n/a,Dr. Jennifer Franklin
"To Myself—How connected to myself or disconnected from myself am I feeling right now in this moment? Do I feel close/closer to my feelings, sensations, and thoughts or distant/more distant?",https://donthateyourguts.com/check-exercise-favorite-practice-practicing-mindfulness-every-day-life-increasing-self-awareness/,daily mindfulness questions,2017-06-09,n/a,Dr. Jennifer Franklin
"To God/Spirit/the Divine—Are you experiencing connection to something greater than any one person or being in this moment? Are you in touch with your sense of spirituality in this moment? If so, notice what it feels like to feel connected to God/Spirit/the Divine.",https://donthateyourguts.com/check-exercise-favorite-practice-practicing-mindfulness-every-day-life-increasing-self-awareness/,daily mindfulness questions,2017-06-09,n/a,Dr. Jennifer Franklin
"To Nature/Natural Things—To what are you feeling connected in this very moment? Acknowledge if there is a place or an image of a natural setting or tree, plant, body of water, rock, etc., to which you are feeling connected in this very moment.",https://donthateyourguts.com/check-exercise-favorite-practice-practicing-mindfulness-every-day-life-increasing-self-awareness/,daily mindfulness questions,2017-06-09,n/a,Dr. Jennifer Franklin
"To Other beings—To whom or what are you feeling connected? Acknowledge this person, animal, or other being and how it feels sensationally and emotionally to be feeling connected in this moment.",https://donthateyourguts.com/check-exercise-favorite-practice-practicing-mindfulness-every-day-life-increasing-self-awareness/,daily mindfulness questions,2017-06-09,n/a,Dr. Jennifer Franklin
How did practicing the exercise affect you or change your experience of your day?,https://donthateyourguts.com/check-exercise-favorite-practice-practicing-mindfulness-every-day-life-increasing-self-awareness/,daily mindfulness questions,2017-06-09,n/a,Dr. Jennifer Franklin
"Has there been any noticeable change in you, your life, your body, your functioning, your choices, or relationships as a function of having practiced the Check-In over the past week?",https://donthateyourguts.com/check-exercise-favorite-practice-practicing-mindfulness-every-day-life-increasing-self-awareness/,daily mindfulness questions,2017-06-09,n/a,Dr. Jennifer Franklin
How has practicing the Check-In exercise affected you over the course of the week?,https://donthateyourguts.com/check-exercise-favorite-practice-practicing-mindfulness-every-day-life-increasing-self-awareness/,daily mindfulness questions,2017-06-09,n/a,Dr. Jennifer Franklin
What have you learned about yourself from doing the Check-In exercise over the past week?,https://donthateyourguts.com/check-exercise-favorite-practice-practicing-mindfulness-every-day-life-increasing-self-awareness/,daily mindfulness questions,2017-06-09,n/a,Dr. Jennifer Franklin
"Which part(s) of your experience—mind vs. heart vs. body—was (were) easiest to access and connect with? Generally, with which part of yourself—mind vs. heart vs. body vs. connectedness—do you believe you most readily inform yourself?",https://donthateyourguts.com/check-exercise-favorite-practice-practicing-mindfulness-every-day-life-increasing-self-awareness/,daily mindfulness questions,2017-06-09,n/a,Dr. Jennifer Franklin
"Which part(s) of your experience—mind vs. heart vs. body—was (were) most difficult to access or did you feel least connected with? Generally, with which part of yourself—mind vs. heart vs. body vs. connectedness—do you believe you least readily inform yourself?",https://donthateyourguts.com/check-exercise-favorite-practice-practicing-mindfulness-every-day-life-increasing-self-awareness/,daily mindfulness questions,2017-06-09,n/a,Dr. Jennifer Franklin
What are you feeling right now?,https://ziplet.com/post/questions-to-encourage-mindfulness,daily mindfulness questions,n/a,n/a,"Tal, Teacher"
What is your mood for learning right now?,https://ziplet.com/post/questions-to-encourage-mindfulness,daily mindfulness questions,n/a,n/a,"Tal, Teacher"
What does being calm look like and mean to you?,https://ziplet.com/post/questions-to-encourage-mindfulness,daily mindfulness questions,n/a,n/a,"Tal, Teacher"
What sounds can you hear?,https://ziplet.com/post/questions-to-encourage-mindfulness,daily mindfulness questions,n/a,n/a,"Tal, Teacher"
What’s my current energy level?,https://ziplet.com/post/questions-to-encourage-mindfulness,daily mindfulness questions,n/a,n/a,"Tal, Teacher"
What are three things you notice right now?,https://ziplet.com/post/questions-to-encourage-mindfulness,daily mindfulness questions,n/a,n/a,"Tal, Teacher"
What do you feel positive about right now?,https://ziplet.com/post/questions-to-encourage-mindfulness,daily mindfulness questions,n/a,n/a,"Tal, Teacher"
How does what you do benefit others?,https://www.greenspacecoaching.com/blog/daily-challenge-a-question-for-every-day,daily mindfulness questions,2021-12-17,n/a,Karen Liebenguth
What gives you energy? What takes it away? And what for you is a waste of time?,https://www.greenspacecoaching.com/blog/daily-challenge-a-question-for-every-day,daily mindfulness questions,2021-12-17,n/a,Karen Liebenguth
"What do you want from your day today, really want?",https://www.greenspacecoaching.com/blog/daily-challenge-a-question-for-every-day,daily mindfulness questions,2021-12-17,n/a,Karen Liebenguth
"What can you do today that will cause someone to say to you: ""You have made my day!""",https://www.greenspacecoaching.com/blog/daily-challenge-a-question-for-every-day,daily mindfulness questions,2021-12-17,n/a,Karen Liebenguth
What stood out for you this week?,https://www.greenspacecoaching.com/blog/daily-challenge-a-question-for-every-day,daily mindfulness questions,2021-12-17,n/a,Karen Liebenguth
What can you do today to recover from this week and to reenergise for the week ahead?,https://www.greenspacecoaching.com/blog/daily-challenge-a-question-for-every-day,daily mindfulness questions,2021-12-17,n/a,Karen Liebenguth
How do I feel right now & why?,https://www.areweoblivious.com/blogs/news/aiming-for-more-mindfulness-5-questions-to-ask-yourself-daily?srsltid=AfmBOoqIt9PGe7R-MvGYQDLbteqDAvg0IvVOmkfHiL7CB7-JJBIMQ7c1,daily mindfulness questions,2022-08-03,n/a,n/a
"Are you looking forward to the week ahead? If no, ask yourself: What is this about?",https://www.greenspacecoaching.com/blog/daily-challenge-a-question-for-every-day,daily mindfulness questions,2021-12-17,n/a,Karen Liebenguth
How do I want to feel today?,https://www.areweoblivious.com/blogs/news/aiming-for-more-mindfulness-5-questions-to-ask-yourself-daily?srsltid=AfmBOoqIt9PGe7R-MvGYQDLbteqDAvg0IvVOmkfHiL7CB7-JJBIMQ7c1,daily mindfulness questions,2022-08-03,n/a,n/a
What am I grateful for today?,https://www.areweoblivious.com/blogs/news/aiming-for-more-mindfulness-5-questions-to-ask-yourself-daily?srsltid=AfmBOoqIt9PGe7R-MvGYQDLbteqDAvg0IvVOmkfHiL7CB7-JJBIMQ7c1,daily mindfulness questions,2022-08-03,n/a,n/a
What can I do today to get closer to my goals?,https://www.areweoblivious.com/blogs/news/aiming-for-more-mindfulness-5-questions-to-ask-yourself-daily?srsltid=AfmBOoqIt9PGe7R-MvGYQDLbteqDAvg0IvVOmkfHiL7CB7-JJBIMQ7c1,daily mindfulness questions,2022-08-03,n/a,n/a
What is one thing that I can do today that will bring me joy?,https://www.areweoblivious.com/blogs/news/aiming-for-more-mindfulness-5-questions-to-ask-yourself-daily?srsltid=AfmBOoqIt9PGe7R-MvGYQDLbteqDAvg0IvVOmkfHiL7CB7-JJBIMQ7c1,daily mindfulness questions,2022-08-03,n/a,n/a
What is one thing that made me smile today?,https://www.areweoblivious.com/blogs/news/aiming-for-more-mindfulness-5-questions-to-ask-yourself-daily?srsltid=AfmBOoqIt9PGe7R-MvGYQDLbteqDAvg0IvVOmkfHiL7CB7-JJBIMQ7c1,daily mindfulness questions,2022-08-03,n/a,n/a
Did I make someone else smile today?,https://www.areweoblivious.com/blogs/news/aiming-for-more-mindfulness-5-questions-to-ask-yourself-daily?srsltid=AfmBOoqIt9PGe7R-MvGYQDLbteqDAvg0IvVOmkfHiL7CB7-JJBIMQ7c1,daily mindfulness questions,2022-08-03,n/a,n/a
What do I need to let go of?,https://www.areweoblivious.com/blogs/news/aiming-for-more-mindfulness-5-questions-to-ask-yourself-daily?srsltid=AfmBOoqIt9PGe7R-MvGYQDLbteqDAvg0IvVOmkfHiL7CB7-JJBIMQ7c1,daily mindfulness questions,2022-08-03,n/a,n/a
What did I take for granted today?,https://www.areweoblivious.com/blogs/news/aiming-for-more-mindfulness-5-questions-to-ask-yourself-daily?srsltid=AfmBOoqIt9PGe7R-MvGYQDLbteqDAvg0IvVOmkfHiL7CB7-JJBIMQ7c1,daily mindfulness questions,2022-08-03,n/a,n/a
When do I feel most connected to myself?,https://asivanayoga.com/blogs/yoga-blog/mindfulness-questions?srsltid=AfmBOopJ04lrGteWeGOUBkMGuGWGoN_fVU-A8PIjYkPU9SJwI4-FQNkX,daily mindfulness questions,2023-10-01,2023-10-01,Jack Utermoehl
"What are my primary stressors, and how do they manifest in my body?",https://asivanayoga.com/blogs/yoga-blog/mindfulness-questions?srsltid=AfmBOopJ04lrGteWeGOUBkMGuGWGoN_fVU-A8PIjYkPU9SJwI4-FQNkX,daily mindfulness questions,2023-10-01,2023-10-01,Jack Utermoehl
What activities make me lose track of time and why?,https://asivanayoga.com/blogs/yoga-blog/mindfulness-questions?srsltid=AfmBOopJ04lrGteWeGOUBkMGuGWGoN_fVU-A8PIjYkPU9SJwI4-FQNkX,daily mindfulness questions,2023-10-01,2023-10-01,Jack Utermoehl
"How does my inner dialogue sound, and what messages am I telling myself?",https://asivanayoga.com/blogs/yoga-blog/mindfulness-questions?srsltid=AfmBOopJ04lrGteWeGOUBkMGuGWGoN_fVU-A8PIjYkPU9SJwI4-FQNkX,daily mindfulness questions,2023-10-01,2023-10-01,Jack Utermoehl
What is something you did today that made you feel fulfilled?,https://asivanayoga.com/blogs/yoga-blog/mindfulness-questions?srsltid=AfmBOopJ04lrGteWeGOUBkMGuGWGoN_fVU-A8PIjYkPU9SJwI4-FQNkX,daily mindfulness questions,2023-10-01,2023-10-01,Jack Utermoehl
How do you usually react when you're feeling stressed or overwhelmed?,https://asivanayoga.com/blogs/yoga-blog/mindfulness-questions?srsltid=AfmBOopJ04lrGteWeGOUBkMGuGWGoN_fVU-A8PIjYkPU9SJwI4-FQNkX,daily mindfulness questions,2023-10-01,2023-10-01,Jack Utermoehl
What does being present mean to you?,https://asivanayoga.com/blogs/yoga-blog/mindfulness-questions?srsltid=AfmBOopJ04lrGteWeGOUBkMGuGWGoN_fVU-A8PIjYkPU9SJwI4-FQNkX,daily mindfulness questions,2023-10-01,2023-10-01,Jack Utermoehl
What's one thing you've learned recently that's changed your perspective?,https://asivanayoga.com/blogs/yoga-blog/mindfulness-questions?srsltid=AfmBOopJ04lrGteWeGOUBkMGuGWGoN_fVU-A8PIjYkPU9SJwI4-FQNkX,daily mindfulness questions,2023-10-01,2023-10-01,Jack Utermoehl
How does our group respond to conflict or disagreement?,https://asivanayoga.com/blogs/yoga-blog/mindfulness-questions?srsltid=AfmBOopJ04lrGteWeGOUBkMGuGWGoN_fVU-A8PIjYkPU9SJwI4-FQNkX,daily mindfulness questions,2023-10-01,2023-10-01,Jack Utermoehl
How can we foster a more mindful and respectful space within our group?,https://asivanayoga.com/blogs/yoga-blog/mindfulness-questions?srsltid=AfmBOopJ04lrGteWeGOUBkMGuGWGoN_fVU-A8PIjYkPU9SJwI4-FQNkX,daily mindfulness questions,2023-10-01,2023-10-01,Jack Utermoehl
How do you practice self-care?,https://asivanayoga.com/blogs/yoga-blog/mindfulness-questions?srsltid=AfmBOopJ04lrGteWeGOUBkMGuGWGoN_fVU-A8PIjYkPU9SJwI4-FQNkX,daily mindfulness questions,2023-10-01,2023-10-01,Jack Utermoehl
What are some ways we can better support each other's well-being in our group?,https://asivanayoga.com/blogs/yoga-blog/mindfulness-questions?srsltid=AfmBOopJ04lrGteWeGOUBkMGuGWGoN_fVU-A8PIjYkPU9SJwI4-FQNkX,daily mindfulness questions,2023-10-01,2023-10-01,Jack Utermoehl
In what ways does our group dynamic enhance our individual mindfulness practices?,https://asivanayoga.com/blogs/yoga-blog/mindfulness-questions?srsltid=AfmBOopJ04lrGteWeGOUBkMGuGWGoN_fVU-A8PIjYkPU9SJwI4-FQNkX,daily mindfulness questions,2023-10-01,2023-10-01,Jack Utermoehl
How do I feel when I'm studying or doing homework? Can I identify any emotions or physical sensations?,https://asivanayoga.com/blogs/yoga-blog/mindfulness-questions?srsltid=AfmBOopJ04lrGteWeGOUBkMGuGWGoN_fVU-A8PIjYkPU9SJwI4-FQNkX,daily mindfulness questions,2023-10-01,2023-10-01,Jack Utermoehl
When do I feel most engaged or interested in my studies? Why?,https://asivanayoga.com/blogs/yoga-blog/mindfulness-questions?srsltid=AfmBOopJ04lrGteWeGOUBkMGuGWGoN_fVU-A8PIjYkPU9SJwI4-FQNkX,daily mindfulness questions,2023-10-01,2023-10-01,Jack Utermoehl
"How do I feel before, during, and after meetings?",https://asivanayoga.com/blogs/yoga-blog/mindfulness-questions?srsltid=AfmBOopJ04lrGteWeGOUBkMGuGWGoN_fVU-A8PIjYkPU9SJwI4-FQNkX,daily mindfulness questions,2023-10-01,2023-10-01,Jack Utermoehl
How do I respond to challenges or setbacks in my academic journey?,https://asivanayoga.com/blogs/yoga-blog/mindfulness-questions?srsltid=AfmBOopJ04lrGteWeGOUBkMGuGWGoN_fVU-A8PIjYkPU9SJwI4-FQNkX,daily mindfulness questions,2023-10-01,2023-10-01,Jack Utermoehl
"What helps me concentrate, and what distracts me?",https://asivanayoga.com/blogs/yoga-blog/mindfulness-questions?srsltid=AfmBOopJ04lrGteWeGOUBkMGuGWGoN_fVU-A8PIjYkPU9SJwI4-FQNkX,daily mindfulness questions,2023-10-01,2023-10-01,Jack Utermoehl
How does my work environment impact my mental and physical well-being?,https://asivanayoga.com/blogs/yoga-blog/mindfulness-questions?srsltid=AfmBOopJ04lrGteWeGOUBkMGuGWGoN_fVU-A8PIjYkPU9SJwI4-FQNkX,daily mindfulness questions,2023-10-01,2023-10-01,Jack Utermoehl
Am I living in alignment with my values and beliefs?,https://asivanayoga.com/blogs/yoga-blog/mindfulness-questions?srsltid=AfmBOopJ04lrGteWeGOUBkMGuGWGoN_fVU-A8PIjYkPU9SJwI4-FQNkX,daily mindfulness questions,2023-10-01,2023-10-01,Jack Utermoehl
"What work tasks do I find most engaging, and why?",https://asivanayoga.com/blogs/yoga-blog/mindfulness-questions?srsltid=AfmBOopJ04lrGteWeGOUBkMGuGWGoN_fVU-A8PIjYkPU9SJwI4-FQNkX,daily mindfulness questions,2023-10-01,2023-10-01,Jack Utermoehl
How can I incorporate mindfulness into my workday?,https://asivanayoga.com/blogs/yoga-blog/mindfulness-questions?srsltid=AfmBOopJ04lrGteWeGOUBkMGuGWGoN_fVU-A8PIjYkPU9SJwI4-FQNkX,daily mindfulness questions,2023-10-01,2023-10-01,Jack Utermoehl
What patterns do I notice in my thoughts and feelings?,https://asivanayoga.com/blogs/yoga-blog/mindfulness-questions?srsltid=AfmBOopJ04lrGteWeGOUBkMGuGWGoN_fVU-A8PIjYkPU9SJwI4-FQNkX,daily mindfulness questions,2023-10-01,2023-10-01,Jack Utermoehl
When do I feel most authentically 'me'?,https://asivanayoga.com/blogs/yoga-blog/mindfulness-questions?srsltid=AfmBOopJ04lrGteWeGOUBkMGuGWGoN_fVU-A8PIjYkPU9SJwI4-FQNkX,daily mindfulness questions,2023-10-01,2023-10-01,Jack Utermoehl
How do I react when things don't go as planned?,https://asivanayoga.com/blogs/yoga-blog/mindfulness-questions?srsltid=AfmBOopJ04lrGteWeGOUBkMGuGWGoN_fVU-A8PIjYkPU9SJwI4-FQNkX,daily mindfulness questions,2023-10-01,2023-10-01,Jack Utermoehl
What limiting beliefs might be holding me back?,https://asivanayoga.com/blogs/yoga-blog/mindfulness-questions?srsltid=AfmBOopJ04lrGteWeGOUBkMGuGWGoN_fVU-A8PIjYkPU9SJwI4-FQNkX,daily mindfulness questions,2023-10-01,2023-10-01,Jack Utermoehl
How do we communicate under stress?,https://asivanayoga.com/blogs/yoga-blog/mindfulness-questions?srsltid=AfmBOopJ04lrGteWeGOUBkMGuGWGoN_fVU-A8PIjYkPU9SJwI4-FQNkX,daily mindfulness questions,2023-10-01,2023-10-01,Jack Utermoehl
"How am I caring for my mental, emotional, and physical health?",https://asivanayoga.com/blogs/yoga-blog/mindfulness-questions?srsltid=AfmBOopJ04lrGteWeGOUBkMGuGWGoN_fVU-A8PIjYkPU9SJwI4-FQNkX,daily mindfulness questions,2023-10-01,2023-10-01,Jack Utermoehl
How do we support each other's personal growth?,https://asivanayoga.com/blogs/yoga-blog/mindfulness-questions?srsltid=AfmBOopJ04lrGteWeGOUBkMGuGWGoN_fVU-A8PIjYkPU9SJwI4-FQNkX,daily mindfulness questions,2023-10-01,2023-10-01,Jack Utermoehl
"How do our values align, and where do they differ?",https://asivanayoga.com/blogs/yoga-blog/mindfulness-questions?srsltid=AfmBOopJ04lrGteWeGOUBkMGuGWGoN_fVU-A8PIjYkPU9SJwI4-FQNkX,daily mindfulness questions,2023-10-01,2023-10-01,Jack Utermoehl
How does our relationship impact our individual mindfulness practices?,https://asivanayoga.com/blogs/yoga-blog/mindfulness-questions?srsltid=AfmBOopJ04lrGteWeGOUBkMGuGWGoN_fVU-A8PIjYkPU9SJwI4-FQNkX,daily mindfulness questions,2023-10-01,2023-10-01,Jack Utermoehl
What made you smile today?,https://asivanayoga.com/blogs/yoga-blog/mindfulness-questions?srsltid=AfmBOopJ04lrGteWeGOUBkMGuGWGoN_fVU-A8PIjYkPU9SJwI4-FQNkX,daily mindfulness questions,2023-10-01,2023-10-01,Jack Utermoehl
"What was something hard you did today, and how did you handle it?",https://asivanayoga.com/blogs/yoga-blog/mindfulness-questions?srsltid=AfmBOopJ04lrGteWeGOUBkMGuGWGoN_fVU-A8PIjYkPU9SJwI4-FQNkX,daily mindfulness questions,2023-10-01,2023-10-01,Jack Utermoehl
What does being angry/scared/happy feel like in your body?,https://asivanayoga.com/blogs/yoga-blog/mindfulness-questions?srsltid=AfmBOopJ04lrGteWeGOUBkMGuGWGoN_fVU-A8PIjYkPU9SJwI4-FQNkX,daily mindfulness questions,2023-10-01,2023-10-01,Jack Utermoehl
What's your favorite way to relax when you feel upset?,https://asivanayoga.com/blogs/yoga-blog/mindfulness-questions?srsltid=AfmBOopJ04lrGteWeGOUBkMGuGWGoN_fVU-A8PIjYkPU9SJwI4-FQNkX,daily mindfulness questions,2023-10-01,2023-10-01,Jack Utermoehl
